I0,I1
936,1331
875,1277
827,1224
787,1173
740,1123
695,1074
646,1026
601,980
557,935
512,892
480,850
453,809
426,770
395,732
365,696
335,661
306,628
280,596
258,566
238,537
220,510
201,485
183,461
167,438
155,418
147,398
141,381
138,365
135,351
133,338
132,327
132,318
133,310
134,304
137,300
142,297
151,296
162,297
177,299
196,303
217,309
236,316
254,325
274,335
298,348
326,362
354,377
384,394
417,413
447,433
475,455
509,479
555,504
600,531
644,559
691,589
730,620
773,653
815,688
856,724
914,761
967,800
1025,840
1081,882
1132,925
1181,970
1229,1016
1287,1063
1337,1111
1404,1161
1467,1213
1533,1265
1594,1319
1655,1374
1716,1430
1794,1487
1871,1545
1940,1605
2007,1665
2065,1727
2133,1790
2194,1854
2270,1918
2340,1984
2409,2050
2480,2118
2546,2186
2629,2255
2703,2325
2772,2396
2843,2468
2916,2540
2991,2613
3067,2686
3137,2761
3209,2835
3281,2911
3355,2987
3440,3063
3521,3140
3600,3217
3682,3294
3810,3372
3894,3451
3969,3529
4039,3608
4110,3687
4182,3766
4268,3845
4353,3925
4437,4004
4520,4084
4616,4136
4662,4215
4684,4295
4774,4374
4880,4453
4971,4533
5042,4611
5088,4690
5204,4769
5280,4847
5357,4925
5447,5002
5529,5079
5609,5156
5680,5232
5743,5307
5817,5383
5883,5457
5963,5531
6039,5604
6108,5677
6177,5749
6249,5820
6325,5891
6393,5961
6453,6029
6518,6098
6580,6165
6647,6231
6706,6296
6774,6361
6828,6424
6886,6486
6939,6548
6998,6608
7047,6667
7111,6725
7164,6782
7214,6838
7262,6892
7307,6945
7355,6997
7401,7048
7455,7098
7498,7146
7537,7192
7582,7238
7620,7282
7658,7325
7697,7366
7732,7406
7766,7444
7802,7481
7831,7516
7856,7550
7882,7583
7913,7613
7942,7643
7964,7671
7981,7697
7995,7721
8010,7744
8024,7766
8038,7786
8048,7804
8056,7821
8061,7835
8064,7849
8065,7860
8066,7870
8065,7879
8064,7886
8061,7891
8056,7894
8048,7896
8038,7896
8026,7894
8011,7891
7994,7886
7978,7879
7961,7871
7941,7861
7916,7850
7888,7837
7862,7822
7839,7805
7816,7787
7785,7767
7749,7746
7715,7723
7676,7699
7635,7673
7598,7645
7552,7616
7507,7585
7469,7553
7418,7519
7371,7484
7326,7447
7276,7409
7228,7369
7171,7328
7117,7285
7050,7241
7000,7196
6945,7149
6891,7101
6824,7052
6766,7001
6691,6949
6631,6896
6561,6842
6503,6786
6439,6729
6374,6672
6303,6612
6218,6552
6158,6491
6094,6429
6032,6366
5963,6301
5888,6236
5819,6170
5744,6103
5680,6035
5609,5966
5532,5896
5456,5826
5365,5755
5299,5683
5225,5610
5148,5537
5070,5463
4994,5388
4920,5313
4845,5238
4764,5161
4675,5085
4592,5008
4506,4930
4429,4853
4352,4775
4272,4696
4187,4617
4119,4539
4040,4459
3960,4380
3879,4301
3799,4221
3712,4142
3638,4062
3562,3983
3484,3903
3405,3824
3328,3745
3254,3665
3182,3587
3107,3508
3025,3429
2951,3351
2869,3273
2791,3196
2718,3119
2636,3042
2548,2966
2479,2890
2403,2815
2331,2741
2260,2667
2177,2593
2111,2520
2038,2448
1973,2377
1906,2307
1831,2237
1760,2168
1677,2100
1621,2032
1557,1966
1496,1901
1434,1836
1364,1773
1306,1710
1220,1649
1168,1589
1113,1529
1064,1471
1007,1414
953,1359
898,1304
844,1251
803,1199
759,1148
715,1098
671,1050
621,1003
579,958
533,913
495,871
467,829
441,789
412,751
380,714
349,678
320,644
293,612
270,581
249,551
230,524
212,497
193,472
176,449
162,428
152,408
145,389
140,373
137,358
134,344
132,332
131,322
133,314
134,307
136,302
140,298
147,296
157,296
170,298
187,301
207,306
227,312
245,320
263,330
285,341
313,354
341,369
369,385
399,403
433,423
462,444
491,467
532,491
580,517
623,545
670,574
711,605
750,637
793,670
833,706
882,742
942,780
995,820
1054,861
1104,903
1155,947
1203,993
1261,1039
1313,1087
1369,1136
1437,1187
1499,1239
1561,1292
1625,1346
1681,1401
1758,1458
1829,1516
1905,1575
1972,1635
2034,1696
2100,1758
2162,1822
2237,1886
2304,1951
2376,2017
2445,2084
2512,2152
2591,2221
2664,2290
2738,2361
2808,2432
2879,2504
2957,2576
3029,2650
3104,2723
3174,2798
3245,2873
3321,2949
3397,3025
3480,3101
3561,3178
3639,3256
3722,3333
3812,3411
3894,3490
3974,3568
4053,3647
4134,3726
4205,3806
4293,3885
4381,3964
4468,4044
4553,4096
4661,4176
4688,4255
4727,4334
4815,4414
4912,4493
5002,4572
5090,4651
5172,4729
5247,4808
5323,4886
5393,4963
5483,5041
5571,5117
5647,5194
5716,5270
5784,5345
5847,5420
5927,5494
5999,5568
6074,5641
6147,5713
6209,5785
6292,5856
6359,5926
6425,5995
6485,6064
6545,6131
6609,6198
6675,6264
6742,6329
6803,6392
6860,6455
6913,6517
6969,6578
7022,6638
7079,6696
7140,6754
7190,6810
7241,6865
7285,6919
7333,6972
7378,7023
7428,7073
7480,7122
7520,7169
7563,7215
7604,7260
7641,7303
7680,7345
7717,7386
7750,7425
7786,7463
7820,7499
7846,7533
7871,7567
7900,7598
7931,7628
7955,7657
7974,7684
7991,7709
8005,7733
8018,7755
8031,7776
8049,7795
8057,7812
8062,7828
8064,7842
8066,7855
8066,7866
8066,7875
8064,7882
8062,7888
8058,7893
8051,7895
8042,7896
8030,7895
8015,7893
8000,7889
7984,7883
7968,7876
7959,7866
7925,7856
7897,7843
7871,7829
7848,7814
7827,7796
7799,7777
7765,7757
7729,7735
7693,7711
7653,7686
7616,7659
7574,7631
7526,7601
7487,7569
7444,7536
7393,7501
7350,7465
7302,7428
7253,7389
7200,7348
7145,7307
7084,7263
7023,7219
6975,7173
6917,7125
6861,7077
6796,7027
6728,6975
6661,6923
6594,6869
6533,6814
6471,6758
6409,6701
6337,6642
6264,6583
6185,6522
6128,6460
6065,6397
5997,6334
5929,6269
5847,6203
5784,6136
5712,6069
5644,6000
5574,5931
5492,5861
5405,5790
5332,5719
5260,5646
5188,5573
5111,5500
5026,5426
4962,5351
4881,5275
4803,5200
4721,5123
4635,5046
4544,4969
4469,4892
4392,4814
4311,4735
4228,4657
4153,4578
4077,4499
4001,4420
3922,4341
3833,4261
3754,4182
3674,4102
3599,4023
3525,3943
3447,3864
3361,3784
3293,3705
3216,3626
3141,3547
3067,3469
2986,3390
2905,3312
2832,3235
2756,3157
2678,3080
2598,3004
2511,2928
2443,2853
2372,2778
2296,2703
2223,2630
2146,2557
2073,2484
2009,2413
1940,2342
1872,2272
1797,2202
1714,2134
1650,2066
1590,1999
1531,1933
1465,1868
1403,1804
1331,1741
1281,1680
1221,1619
1169,1559
1112,1500
1055,1443
991,1386
937,1331
876,1277
826,1224
786,1173
740,1123
695,1074
646,1026
600,980
555,935
511,892
479,850
453,809
426,770
396,732
365,696
334,661
305,628
279,596
258,566
238,537
220,510
201,485
183,461
168,438
155,418
147,398
141,381
137,365
134,351
133,338
131,327
132,318
133,310
134,304
137,300
142,297
151,296
162,297
177,299
196,303
217,309
236,316
255,325
274,335
299,348
327,362
354,377
383,394
416,413
448,433
476,455
509,479
555,504
600,531
644,559
692,589
733,620
774,653
815,688
854,724
911,761
966,800
1024,840
1082,882
1133,925
1182,970
1230,1016
1287,1063
1335,1111
1435,1161
1495,1213
1554,1265
1610,1319
1664,1374
1726,1430
1803,1487
1878,1545
1944,1605
2010,1665
2070,1727
2138,1790
2200,1854
2274,1918
2343,1984
2411,2050
2482,2118
2549,2186
2630,2255
2705,2325
2774,2396
2845,2468
2918,2540
2993,2613
3069,2686
3139,2761
3210,2835
3283,2911
3358,2987
3443,3063
3526,3140
3603,3217
3682,3294
3769,3372
3851,3451
3936,3529
4017,3608
4093,3687
4171,3766
4254,3845
4336,3925
4423,4004
4511,4084
4606,4136
4663,4215
4685,4295
4770,4374
4876,4453
4969,4533
5041,4611
5126,4690
5203,4769
5277,4847
5353,4925
5443,5002
5527,5079
5610,5156
5682,5232
5744,5307
5818,5383
5882,5457
5963,5531
6039,5604
6109,5677
6177,5749
6248,5820
6324,5891
6393,5961
6455,6029
6516,6098
6574,6165
6645,6231
6704,6296
6773,6361
6829,6424
6886,6486
6940,6548
6997,6608
7047,6667
7111,6725
7165,6782
7216,6838
7263,6892
7307,6945
7355,6997
7400,7048
7456,7098
7499,7146
7537,7192
7582,7238
7620,7282
7658,7325
7699,7366
7733,7406
7766,7444
7802,7481
7832,7516
7857,7550
7882,7583
7914,7613
7944,7643
7964,7671
7981,7697
7996,7721
8010,7744
8024,7766
8038,7786
8048,7804
8056,7821
8061,7835
8064,7849
8066,7860
8067,7870
8066,7879
8064,7886
8061,7891
8056,7894
8049,7896
8039,7896
8026,7894
8011,7891
7994,7886
7978,7879
7961,7871
7941,7861
7916,7850
7888,7837
7861,7822
7839,7805
7816,7787
7786,7767
7750,7746
7715,7723
7675,7699
7635,7673
7597,7645
7552,7616
7507,7585
7469,7553
7418,7519
7372,7484
7328,7447
7277,7409
7229,7369
7170,7328
7117,7285
7049,7241
7001,7196
6946,7149
6891,7101
6829,7052
6767,7001
6692,6949
6630,6896
6560,6842
6501,6786
6438,6729
6373,6672
6304,6612
6220,6552
6159,6491
6094,6429
6033,6366
5964,6301
5888,6236
5820,6170
5745,6103
5679,6035
5607,5966
5531,5896
5458,5826
5366,5755
5297,5683
5223,5610
5146,5537
5069,5463
4994,5388
4920,5313
4845,5238
4764,5161
4675,5085
4593,5008
4507,4930
4430,4853
4351,4775
4271,4696
4185,4617
4118,4539
4040,4459
3961,4380
3880,4301
3799,4221
3713,4142
3600,4062
3526,3983
3452,3903
3375,3824
3311,3745
3238,3665
3167,3587
3094,3508
3011,3429
2940,3351
2863,3273
2790,3196
2716,3119
2635,3042
2544,2966
2477,2890
2404,2815
2333,2741
2262,2667
2178,2593
2113,2520
2040,2448
1976,2377
1908,2307
1832,2237
1760,2168
1677,2100
1623,2032
1561,1966
1500,1901
1436,1836
1365,1773
1308,1710
1253,1649
1196,1589
1142,1529
1084,1471
1024,1414
964,1359
904,1304
851,1251
810,1199
765,1148
719,1098
671,1050
623,1003
579,958
532,913
495,871
466,829
441,789
412,751
381,714
350,678
320,644
293,612
269,581
249,551
230,524
211,497
193,472
175,449
162,428
152,408
145,389
140,373
136,358
134,344
132,332
132,322
132,314
134,307
135,302
140,298
147,296
157,296
170,298
186,301
206,306
226,312
245,320
264,330
286,341
312,354
341,369
369,385
399,403
432,423
461,444
490,467
531,491
580,517
622,545
668,574
710,605
750,637
794,670
834,706
882,742
941,780
994,820
1055,861
1107,903
1157,947
1207,993
1259,1039
1312,1087
1367,1136
1436,1187
1499,1239
1561,1292
1625,1346
1680,1401
1759,1458
1830,1516
1907,1575
1972,1635
2035,1696
2100,1758
2164,1822
2238,1886
2305,1951
2376,2017
2445,2084
2513,2152
2591,2221
2664,2290
2741,2361
2807,2432
2878,2504
2956,2576
3029,2650
3104,2723
3175,2798
3245,2873
3321,2949
3397,3025
3480,3101
3561,3178
3649,3256
3720,3333
3808,3411
3893,3490
3974,3568
4054,3647
4135,3726
4205,3806
4293,3885
4381,3964
4468,4044
4553,4096
4659,4176
4692,4255
4727,4334
4809,4414
4910,4493
5001,4572
5089,4651
5169,4729
5251,4808
5322,4886
5391,4963
5481,5041
5569,5117
5646,5194
5716,5270
5787,5345
5848,5420
5927,5494
5997,5568
6072,5641
6145,5713
6209,5785
6292,5856
6359,5926
6425,5995
6485,6064
6545,6131
6610,6198
6675,6264
6741,6329
6802,6392
6860,6455
6914,6517
6969,6578
7023,6638
7081,6696
7140,6754
7190,6810
7243,6865
7287,6919
7333,6972
7379,7023
7428,7073
7480,7122
7521,7169
7565,7215
7605,7260
7641,7303
7680,7345
7733,7386
7768,7425
7801,7463
7828,7499
7851,7533
7874,7567
7903,7598
7934,7628
7956,7657
7972,7684
7987,7709
8001,7733
8015,7755
8029,7776
8041,7795
8050,7812
8056,7828
8059,7842
8062,7855
8063,7866
8063,7875
8062,7882
8060,7888
8056,7893
8050,7895
8040,7896
8029,7895
8015,7893
8001,7889
7984,7883
7968,7876
7949,7866
7927,7856
7900,7843
7873,7829
7850,7814
7828,7796
7801,7777
7766,7757
7730,7735
7695,7711
7654,7686
7616,7659
7575,7631
7527,7601
7488,7569
7445,7536
7393,7501
7350,7465
7302,7428
7254,7389
7200,7348
7145,7307
7084,7263
7023,7219
6976,7173
6918,7125
6862,7077
6795,7027
6725,6975
6659,6923
6592,6869
6532,6814
6470,6758
6409,6701
6336,6642
6265,6583
6186,6522
6129,6460
6065,6397
5996,6334
5929,6269
5847,6203
5783,6136
5711,6069
5644,6000
5574,5931
5492,5861
5407,5790
5333,5719
5261,5646
5189,5573
5110,5500
5025,5426
4960,5351
4880,5275
4803,5200
4721,5123
4635,5046
4546,4969
4470,4892
4393,4814
4311,4735
4228,4657
4152,4578
4076,4499
4000,4420
3921,4341
3836,4261
3758,4182
3676,4102
3600,4023
3525,3943
3447,3864
3362,3784
3294,3705
3217,3626
3142,3547
3068,3469
2987,3390
2907,3312
2833,3235
2756,3157
2678,3080
2599,3004
2511,2928
2443,2853
2370,2778
2297,2703
2223,2630
2146,2557
2074,2484
2009,2413
1940,2342
1872,2272
1797,2202
1710,2134
1650,2066
1587,1999
1529,1933
1464,1868
1403,1804
1331,1741
1281,1680
1219,1619
1168,1559
1111,1500
1054,1443
990,1386
937,1331
876,1277
828,1224
787,1173
740,1123
696,1074
645,1026
600,980
555,935
510,892
478,850
453,809
427,770
397,732
365,696
335,661
306,628
279,596
257,566
237,537
219,510
201,485
183,461
168,438
155,418
147,398
141,381
137,365
135,351
133,338
131,327
132,318
133,310
134,304
137,300
142,297
150,296
161,297
176,299
195,303
216,309
236,316
255,325
275,335
299,348
327,362
354,377
383,394
416,413
448,433
475,455
509,479
554,504
601,531
644,559
712,589
749,620
788,653
823,688
866,724
925,761
952,800
1006,840
1071,882
1154,925
1203,970
1253,1016
1301,1063
1346,1111
1414,1161
1475,1213
1539,1265
1598,1319
1658,1374
1718,1430
1796,1487
1869,1545
1937,1605
2004,1665
2063,1727
2133,1790
2197,1854
2274,1918
2342,1984
2409,2050
2481,2118
2548,2186
2629,2255
2704,2325
2772,2396
2843,2468
2917,2540
2993,2613
3068,2686
3140,2761
3211,2835
3284,2911
3358,2987
3443,3063
3522,3140
3600,3217
3681,3294
3767,3372
3849,3451
3935,3529
4014,3608
4091,3687
4171,3766
4254,3845
4337,3925
4424,4004
4511,4084
4605,4136
4668,4215
4688,4295
4768,4374
4873,4453
4967,4533
5042,4611
5129,4690
5206,4769
5280,4847
5354,4925
5443,5002
5527,5079
5611,5156
5682,5232
5745,5307
5820,5383
5886,5457
5962,5531
6040,5604
6110,5677
6178,5749
6249,5820
6324,5891
6394,5961
6456,6029
6518,6098
6575,6165
6646,6231
6704,6296
6773,6361
6829,6424
6886,6486
6940,6548
6998,6608
7047,6667
7111,6725
7164,6782
7216,6838
7263,6892
7308,6945
7355,6997
7401,7048
7456,7098
7499,7146
7538,7192
7583,7238
7621,7282
7658,7325
7698,7366
7733,7406
7767,7444
7803,7481
7832,7516
7857,7550
7882,7583
7914,7613
7943,7643
7965,7671
7982,7697
7996,7721
8011,7744
8025,7766
8038,7786
8049,7804
8056,7821
8061,7835
8064,7849
8066,7860
8066,7870
8066,7879
8064,7886
8061,7891
8056,7894
8049,7896
8039,7896
8027,7894
8011,7891
7995,7886
7978,7879
7960,7871
7940,7861
7916,7850
7888,7837
7862,7822
7839,7805
7815,7787
7784,7767
7749,7746
7715,7723
7676,7699
7634,7673
7594,7645
7551,7616
7507,7585
7469,7553
7418,7519
7372,7484
7328,7447
7277,7409
7229,7369
7171,7328
7119,7285
7049,7241
7001,7196
6945,7149
6889,7101
6809,7052
6711,7001
6617,6949
6528,6896
6441,6842
6348,6786
6247,6729
6151,6672
6061,6612
5966,6552
5865,6491
5780,6429
5688,6366
5595,6301
5496,6236
5391,6170
5304,6103
5212,6035
5116,5966
5015,5896
4932,5826
4842,5755
4747,5683
4646,5610
4545,5537
4459,5463
4374,5388
4286,5313
4195,5238
4121,5161
4035,5085
3950,5008
3863,4930
3733,4853
3652,4775
3573,4696
3495,4617
3421,4539
3340,4459
3268,4380
3194,4301
3114,4221
3031,4142
2955,4062
2871,3983
2795,3903
2717,3824
2632,3745
2533,3665
2467,3587
2387,3508
2314,3429
2235,3351
2151,3273
2076,3196
2006,3119
1933,3042
1858,2966
1780,2890
1688,2815
1629,2741
1561,2667
1495,2593
1426,2520
1349,2448
1292,2377
1227,2307
1169,2237
1105,2168
1041,2100
972,2032
909,1966
845,1901
798,1836
744,1773
693,1710
635,1649
583,1589
527,1529
482,1471
447,1414
410,1359
370,1304
330,1251
288,1199
249,1148
214,1098
179,1050
149,1003
123,958
98,913
75,871
50,829
28,789
10,751
8188,714
8176,678
8166,644
8155,612
8145,581
8135,551
8128,524
8123,497
8122,472
8122,449
8122,428
8124,408
8126,389
8131,373
8139,358
8150,344
8162,332
8175,322
8191,314
19,307
44,302
75,298
103,296
125,296
149,298
179,301
218,306
258,312
297,320
334,330
368,341
406,354
447,369
483,385
531,403
588,423
640,444
695,467
744,491
793,517
840,545
898,574
960,605
1023,637
1087,670
1144,706
1198,742
1256,780
1313,820
1375,861
1446,903
1517,947
1583,993
1652,1039
1718,1087
1799,1136
1877,1187
1946,1239
2014,1292
2080,1346
2150,1401
2223,1458
2297,1516
2371,1575
2446,1635
2517,1696
2601,1758
2677,1822
2753,1886
2828,1951
2905,2017
2985,2084
3064,2152
3139,2221
3214,2290
3294,2361
3370,2432
3459,2504
3543,2576
3624,2650
3709,2723
3804,2798
3891,2873
3977,2949
4060,3025
4144,3101
4220,3178
4312,3256
4404,3333
4494,3411
4586,3490
4679,3568
4776,3647
4860,3726
4941,3806
5011,3885
5096,3964
5179,4044
5265,4096
5353,4176
5378,4255
5412,4334
5496,4414
5611,4493
5701,4572
5788,4651
5854,4729
5934,4808
6005,4886
6083,4963
6164,5041
6244,5117
6331,5194
6409,5270
6474,5345
6538,5420
6604,5494
6674,5568
6748,5641
6814,5713
6879,5785
6937,5856
6998,5926
7052,5995
7122,6064
7181,6131
7240,6198
7290,6264
7343,6329
7393,6392
7454,6455
7505,6517
7554,6578
7605,6638
7648,6696
7695,6754
7738,6810
7782,6865
7826,6919
7860,6972
7900,7023
7944,7073
7978,7122
8011,7169
8044,7215
8072,7260
8097,7303
8122,7345
8147,7386
8169,7425
8187,7463
12,7499
28,7533
43,7567
59,7598
71,7628
79,7657
83,7684
83,7709
82,7733
81,7755
79,7776
76,7795
68,7812
58,7828
46,7842
34,7855
20,7866
5,7875
8181,7882
8163,7888
8139,7893
8113,7895
8086,7896
8059,7895
8029,7893
7996,7889
7964,7883
7928,7876
7888,7866
7852,7856
7822,7843
7784,7829
7741,7814
7698,7796
7649,7777
7601,7757
7549,7735
7498,7711
7452,7686
7393,7659
7344,7631
7287,7601
7233,7569
7169,7536
7110,7501
7037,7465
6983,7428
6919,7389
6858,7348
6789,7307
6712,7263
6646,7219
6573,7173
6513,7125
6447,7077
6379,7027
6303,6975
6214,6923
6151,6869
6083,6814
6015,6758
5943,6701
5857,6642
5790,6583
5711,6522
5639,6460
5564,6397
5478,6334
5384,6269
5313,6203
5235,6136
5154,6069
5071,6000
4992,5931
4912,5861
4833,5790
4748,5719
4655,5646
4554,5573
4481,5500
4399,5426
4313,5351
4226,5275
4148,5200
4064,5123
3984,5046
3902,4969
3814,4892
3727,4814
3648,4735
3568,4657
3485,4578
3403,4499
3322,4420
3244,4341
3168,4261
3088,4182
3000,4102
2919,4023
2841,3943
2760,3864
2677,3784
2594,3705
2504,3626
2429,3547
2354,3469
2277,3390
2190,3312
2119,3235
2039,3157
1969,3080
1898,3004
1817,2928
1736,2853
1659,2778
1594,2703
1529,2630
1459,2557
1390,2484
1317,2413
1260,2342
1195,2272
1136,2202
1074,2134
1004,2066
942,1999
873,1933
819,1868
769,1804
717,1741
662,1680
607,1619
553,1559
500,1500
463,1443
428,1386
388,1331
349,1277
309,1224
267,1173
231,1123
193,1074
160,1026
131,980
108,935
87,892
62,850
37,809
17,770
1,732
8187,714
8176,678
8165,644
8155,612
8145,581
8135,551
8127,524
8123,497
8121,472
8121,449
8122,428
8123,408
8125,389
8130,373
8138,358
8148,344
8161,332
8175,322
8191,314
18,307
44,302
75,298
104,296
127,296
150,298
178,301
217,306
256,312
296,320
334,330
369,341
407,354
447,369
482,385
530,403
588,423
640,444
696,467
745,491
796,517
840,545
896,574
957,605
1020,637
1087,670
1148,706
1201,742
1258,780
1312,820
1371,861
1444,903
1515,947
1583,993
1652,1039
1717,1087
1799,1136
1877,1187
1946,1239
2015,1292
2080,1346
2149,1401
2222,1458
2332,1516
2403,1575
2472,1635
2533,1696
2615,1758
2693,1822
2765,1886
2839,1951
2914,2017
2992,2084
3070,2152
3146,2221
3218,2290
3296,2361
3372,2432
3464,2504
3548,2576
3628,2650
3713,2723
3806,2798
3893,2873
3977,2949
4060,3025
4146,3101
4223,3178
4313,3256
4359,3333
4495,3411
4585,3490
4678,3568
4775,3647
4858,3726
4935,3806
5008,3885
5093,3964
5179,4044
5265,4096
5343,4176
5361,4255
5408,4334
5509,4414
5616,4493
5704,4572
5784,4651
5849,4729
5929,4808
6013,4886
6086,4963
6167,5041
6246,5117
6330,5194
6405,5270
6469,5345
6535,5420
6603,5494
6675,5568
6748,5641
6814,5713
6877,5785
6936,5856
6997,5926
7051,5995
7123,6064
7180,6131
7238,6198
7287,6264
7341,6329
7392,6392
7454,6455
7505,6517
7553,6578
7603,6638
7646,6696
7693,6754
7736,6810
7780,6865
7824,6919
7859,6972
7897,7023
7942,7073
7977,7122
8010,7169
8042,7215
8069,7260
8095,7303
8120,7345
8147,7386
8168,7425
8186,7463
9,7499
25,7533
41,7567
57,7598
69,7628
77,7657
81,7684
81,7709
80,7733
80,7755
79,7776
76,7795
70,7812
61,7828
49,7842
36,7855
22,7866
7,7875
8184,7882
8166,7888
8143,7893
8115,7895
8088,7896
8061,7895
8032,7893
7999,7889
7966,7883
7932,7876
7890,7866
7854,7856
7822,7843
7785,7829
7743,7814
7700,7796
7650,7777
7603,7757
7551,7735
7499,7711
7453,7686
7394,7659
7345,7631
7287,7601
7233,7569
7169,7536
7110,7501
7037,7465
6984,7428
6920,7389
6859,7348
6790,7307
6714,7263
6646,7219
6571,7173
6510,7125
6445,7077
6379,7027
6305,6975
6214,6923
6149,6869
6080,6814
6016,6758
5945,6701
5859,6642
5789,6583
5711,6522
5637,6460
5563,6397
5480,6334
5386,6269
5313,6203
5233,6136
5152,6069
5070,6000
4992,5931
4913,5861
4833,5790
4749,5719
4656,5646
4564,5573
4481,5500
4398,5426
4312,5351
4217,5275
4148,5200
4068,5123
3988,5046
3905,4969
3815,4892
3729,4814
3649,4735
3568,4657
3487,4578
3404,4499
3322,4420
3244,4341
3168,4261
3090,4182
3002,4102
2920,4023
2841,3943
2759,3864
2677,3784
2594,3705
2504,3626
2428,3547
2353,3469
2275,3390
2190,3312
2119,3235
2039,3157
1968,3080
1897,3004
1816,2928
1735,2853
1658,2778
1592,2703
1527,2630
1457,2557
1388,2484
1317,2413
1258,2342
1194,2272
1134,2202
1072,2134
1003,2066
941,1999
871,1933
793,1868
741,1804
692,1741
640,1680
593,1619
540,1559
492,1500
458,1443
424,1386
383,1331
345,1277
304,1224
264,1173
230,1123
197,1074
163,1026
135,980
110,935
87,892
61,850
38,809
19,770
4,732
8189,714
8178,678
8167,644
8156,612
8145,581
8136,551
8129,524
8124,497
8123,472
8122,449
8123,428
8125,408
8128,389
8133,373
8140,358
8151,344
8163,332
8177,322
0,314
9,310
20,307
45,302
76,298
103,296
125,296
148,298
177,301
218,306
258,312
297,320
333,330
367,341
406,354
447,369
483,385
532,403
589,423
640,444
695,467
744,491
794,517
839,545
896,574
960,605
1024,637
1088,670
1145,706
1197,742
1255,780
1313,820
1375,861
1447,903
1517,947
1583,993
1650,1039
1718,1087
1801,1136
1877,1187
1947,1239
2015,1292
2081,1346
2153,1401
2227,1458
2298,1516
2372,1575
2445,1635
2516,1696
2600,1758
2678,1822
2754,1886
2828,1951
2904,2017
2987,2084
3066,2152
3140,2221
3215,2290
3293,2361
3369,2432
3458,2504
3543,2576
3625,2650
3709,2723
3804,2798
3893,2873
3978,2949
4060,3025
4145,3101
4221,3178
4311,3256
4401,3333
4493,3411
4585,3490
4678,3568
4775,3647
4861,3726
4938,3806
5009,3885
5093,3964
5177,4044
5263,4096
5350,4176
5368,4255
5403,4334
5496,4414
5606,4493
5697,4572
5784,4651
5851,4729
5931,4808
6002,4886
6081,4963
6163,5041
6243,5117
6330,5194
6407,5270
6471,5345
6536,5420
6604,5494
6674,5568
6749,5641
6814,5713
6878,5785
6936,5856
6998,5926
7051,5995
7122,6064
7180,6131
7240,6198
7291,6264
7344,6329
7393,6392
7454,6455
7505,6517
7555,6578
7605,6638
7648,6696
7695,6754
7738,6810
7786,6865
7824,6919
7859,6972
7899,7023
7942,7073
7978,7122
8011,7169
8043,7215
8071,7260
8096,7303
8123,7345
8146,7386
8168,7425
8186,7463
11,7499
26,7533
42,7567
58,7598
71,7628
79,7657
82,7684
82,7709
81,7733
81,7755
80,7776
77,7795
71,7812
62,7828
50,7842
36,7855
22,7866
7,7875
8185,7882
8167,7888
8144,7893
8116,7895
8088,7896
8061,7895
8031,7893
7999,7889
7966,7883
7931,7876
7890,7866
7854,7856
7823,7843
7786,7829
7744,7814
7701,7796
7651,7777
7603,7757
7550,7735
7498,7711
7451,7686
7393,7659
7345,7631
7289,7601
7235,7569
7171,7536
7107,7501
7034,7465
6982,7428
6919,7389
6859,7348
6790,7307
6713,7263
6645,7219
6571,7173
6511,7125
6444,7077
6379,7027
6305,6975
6216,6923
6152,6869
6082,6814
6014,6758
5904,6701
5827,6642
5755,6583
5692,6522
5620,6460
5546,6397
5461,6334
5368,6269
5302,6203
5227,6136
5148,6069
5064,6000
4988,5931
4907,5861
4828,5790
4744,5719
4648,5646
4557,5573
4478,5500
4398,5426
4313,5351
4224,5275
4148,5200
4067,5123
3986,5046
3904,4969
3814,4892
3727,4814
3647,4735
3568,4657
3485,4578
3402,4499
3322,4420
3244,4341
3168,4261
3089,4182
3001,4102
2919,4023
2840,3943
2759,3864
2677,3784
2594,3705
2504,3626
2430,3547
2355,3469
2277,3390
2191,3312
2120,3235
2042,3157
1969,3080
1898,3004
1816,2928
1735,2853
1659,2778
1593,2703
1527,2630
1457,2557
1389,2484
1318,2413
1261,2342
1196,2272
1137,2202
1074,2134
1005,2066
942,1999
874,1933
820,1868
771,1804
718,1741
664,1680
609,1619
555,1559
502,1500
463,1443
429,1386
389,1331
349,1277
309,1224
267,1173
230,1123
196,1074
163,1026
135,980
111,935
87,892
62,850
39,809
18,770
2,732
8188,714
8176,678
8166,644
8155,612
8145,581
8134,551
8128,524
8123,497
8122,472
8122,449
8122,428
8123,408
8126,389
8131,373
8139,358
8150,344
8163,332
8176,322
8191,314
18,307
43,302
75,298
103,296
126,296
149,298
178,301
217,306
257,312
296,320
334,330
367,341
406,354
446,369
482,385
531,403
590,423
641,444
696,467
745,491
795,517
840,545
897,574
959,605
1022,637
1087,670
1145,706
1198,742
1256,780
1312,820
1373,861
1447,903
1518,947
1584,993
1652,1039
1717,1087
1798,1136
1876,1187
1946,1239
2014,1292
2080,1346
2150,1401
2225,1458
2297,1516
2372,1575
2445,1635
2516,1696
2599,1758
2677,1822
2753,1886
2828,1951
2904,2017
2985,2084
3065,2152
3140,2221
3215,2290
3292,2361
3369,2432
3458,2504
3543,2576
3625,2650
3710,2723
3804,2798
3891,2873
3976,2949
4061,3025
4145,3101
4224,3178
4312,3256
4403,3333
4494,3411
4586,3490
4679,3568
4776,3647
4860,3726
4937,3806
