I0,I1
247,310
235,304
225,300
218,297
213,296
210,297
208,299
208,303
208,309
209,316
211,325
216,335
222,348
230,362
241,377
254,394
268,413
286,433
307,455
330,479
352,504
373,531
399,559
429,589
456,620
482,653
514,688
558,724
598,761
638,800
680,840
718,882
755,925
797,970
834,1016
880,1063
938,1111
986,1161
1042,1213
1091,1265
1141,1319
1190,1374
1240,1430
1295,1487
1341,1545
1409,1605
1466,1665
1529,1727
1588,1790
1649,1854
1707,1918
1785,1984
1856,2050
1927,2118
1994,2186
2052,2255
2121,2325
2179,2396
2254,2468
2321,2540
2389,2613
2457,2686
2522,2761
2601,2835
2672,2911
2744,2987
2811,3063
2881,3140
2957,3217
3028,3294
3104,3372
3172,3451
3241,3529
3316,3608
3388,3687
3471,3766
3551,3845
3627,3925
3706,4004
3794,4084
3874,4136
3955,4215
4028,4295
4098,4374
4170,4453
4248,4533
4330,4611
4414,4690
4500,4769
4585,4847
4669,4925
4757,5002
4834,5079
4904,5156
4980,5232
5045,5307
5128,5383
5209,5457
5287,5531
5360,5604
5447,5677
5521,5749
5599,5820
5669,5891
5732,5961
5805,6029
5865,6098
5947,6165
6018,6231
6122,6296
6185,6361
6253,6424
6319,6486
6379,6548
6437,6608
6495,6667
6553,6725
6618,6782
6677,6838
6740,6892
6797,6945
6850,6997
6903,7048
6956,7098
7010,7146
7059,7192
7121,7238
7170,7282
7220,7325
7263,7366
7304,7406
7353,7444
7394,7481
7446,7516
7489,7550
7522,7583
7562,7613
7602,7643
7637,7671
7672,7697
7706,7721
7735,7744
7764,7766
7794,7786
7822,7804
7844,7821
7863,7835
7884,7849
7908,7860
7930,7870
7947,7879
7958,7886
7966,7891
7973,7894
7980,7896
7985,7896
7990,7894
7991,7891
7991,7886
7989,7879
7988,7871
7984,7861
7979,7850
7972,7837
7964,7822
7952,7805
7939,7787
7921,7767
7901,7746
7881,7723
7863,7699
7844,7673
7825,7645
7800,7616
7768,7585
7736,7553
7706,7519
7672,7484
7635,7447
7600,7409
7558,7369
7515,7328
7480,7285
7438,7241
7389,7196
7349,7149
7303,7101
7257,7052
7207,7001
7153,6949
7099,6896
7037,6842
6993,6786
6937,6729
6884,6672
6823,6612
6763,6552
6687,6491
6630,6429
6563,6366
6506,6301
6444,6236
6380,6170
6309,6103
6229,6035
6167,5966
6107,5896
6046,5826
5978,5755
5911,5683
5834,5610
5769,5537
5701,5463
5634,5388
5565,5313
5484,5238
5398,5161
5329,5085
5258,5008
5187,4930
5112,4853
5028,4775
4965,4696
4886,4617
4811,4539
4732,4459
4644,4380
4558,4301
4483,4221
4406,4142
4328,4062
4249,3983
4170,3903
4100,3824
4025,3745
3946,3665
3864,3587
3788,3508
3702,3429
3629,3351
3556,3273
3478,3196
3400,3119
3326,3042
3253,2966
3183,2890
3108,2815
3028,2741
2956,2667
2875,2593
2799,2520
2727,2448
2647,2377
2564,2307
2491,2237
2420,2168
2352,2100
2281,2032
2205,1966
2135,1901
2061,1836
2000,1773
1932,1710
1864,1649
1791,1589
1709,1529
1649,1471
1591,1414
1533,1359
1471,1304
1409,1251
1338,1199
1289,1148
1233,1098
1183,1050
1131,1003
1076,958
1016,913
960,871
906,829
829,789
794,751
756,714
717,678
678,644
633,612
596,581
557,551
520,524
491,497
467,472
446,449
421,428
393,408
366,389
343,373
323,358
304,344
287,332
270,322
256,314
243,307
232,302
224,298
219,296
214,296
211,298
209,301
210,306
211,312
212,320
215,330
220,341
227,354
237,369
248,385
262,403
278,423
299,444
320,467
341,491
363,517
386,545
415,574
443,605
469,637
498,670
537,706
580,742
618,780
657,820
699,861
735,903
776,947
816,993
855,1039
911,1087
961,1136
1015,1187
1070,1239
1116,1292
1167,1346
1213,1401
1269,1458
1319,1516
1376,1575
1439,1635
1499,1696
1558,1758
1620,1822
1676,1886
1749,1951
1819,2017
1894,2084
1958,2152
2023,2221
2085,2290
2150,2361
2217,2432
2286,2504
2355,2576
2420,2650
2490,2723
2557,2798
2636,2873
2709,2949
2778,3025
2848,3101
2919,3178
2993,3256
3067,3333
3136,3411
3206,3490
3277,3568
3350,3647
3432,3726
3509,3806
3588,3885
3669,3964
3751,4044
3834,4096
3918,4176
3989,4255
4060,4334
4135,4414
4203,4493
4289,4572
4373,4651
4456,4729
4538,4808
4632,4886
4715,4963
4802,5041
4872,5117
4943,5194
5009,5270
5088,5345
5174,5420
5246,5494
5326,5568
5396,5641
5481,5713
5563,5785
5634,5856
5703,5926
5768,5995
5835,6064
5916,6131
5982,6198
6052,6264
6119,6329
6186,6392
6260,6455
6331,6517
6400,6578
6457,6638
6517,6696
6573,6754
6642,6810
6699,6865
6768,6919
6822,6972
6877,7023
6928,7073
6983,7122
7032,7169
7090,7215
7146,7260
7195,7303
7242,7345
7284,7386
7329,7425
7373,7463
7418,7499
7470,7533
7508,7567
7544,7598
7586,7628
7620,7657
7655,7684
7691,7709
7723,7733
7752,7755
7798,7776
7822,7795
7841,7812
7859,7828
7879,7842
7902,7855
7924,7866
7941,7875
7952,7882
7961,7888
7969,7893
7976,7895
7982,7896
7985,7895
7988,7893
7988,7889
7988,7883
7986,7876
7983,7866
7979,7856
7973,7843
7966,7829
7956,7814
7943,7796
7928,7777
7910,7757
7889,7735
7870,7711
7852,7686
7834,7659
7812,7631
7783,7601
7751,7569
7720,7536
7689,7501
7651,7465
7616,7428
7578,7389
7534,7348
7495,7307
7458,7263
7410,7219
7368,7173
7326,7125
7278,7077
7233,7027
7177,6975
7127,6923
7065,6869
7014,6814
6966,6758
6910,6701
6855,6642
6791,6583
6724,6522
6660,6460
6596,6397
6537,6334
6476,6269
6415,6203
6344,6136
6277,6069
6195,6000
6140,5931
6077,5861
6013,5790
5946,5719
5866,5646
5805,5573
5732,5500
5669,5426
5600,5351
5522,5275
5448,5200
5361,5123
5296,5046
5224,4969
5146,4892
5069,4814
4995,4735
4924,4657
4850,4578
4771,4499
4685,4420
4606,4341
4519,4261
4445,4182
4370,4102
4290,4023
4204,3943
4137,3864
4060,3784
3985,3705
3908,3626
3824,3547
3745,3469
3668,3390
3592,3312
3519,3235
3442,3157
3358,3080
3290,3004
3217,2928
3143,2853
3071,2778
2988,2703
2911,2630
2837,2557
2762,2484
2687,2413
2610,2342
2522,2272
2457,2202
2386,2134
2315,2066
2246,1999
2166,1933
2100,1868
2031,1804
1963,1741
1899,1680
1825,1619
1755,1559
1677,1500
1623,1443
1562,1386
1504,1331
1441,1277
1377,1224
1315,1173
1266,1123
1209,1074
1158,1026
1102,980
1048,935
986,892
936,850
878,809
832,770
793,732
749,696
707,661
662,628
619,596
579,566
537,537
502,510
475,485
453,461
431,438
405,418
378,398
352,381
329,365
308,351
289,338
274,327
259,318
246,310
234,304
225,300
217,297
212,296
209,297
208,299
208,303
208,309
209,316
212,325
217,335
224,348
232,362
243,377
256,394
271,413
289,433
311,455
333,479
342,504
376,531
404,559
432,589
458,620
484,653
518,688
561,724
601,761
638,800
680,840
717,882
756,925
798,970
836,1016
882,1063
939,1111
986,1161
1043,1213
1092,1265
1141,1319
1190,1374
1240,1430
1296,1487
1342,1545
1410,1605
1467,1665
1529,1727
1588,1790
1649,1854
1708,1918
1787,1984
1859,2050
1926,2118
1990,2186
2049,2255
2118,2325
2179,2396
2255,2468
2320,2540
2391,2613
2456,2686
2522,2761
2602,2835
2673,2911
2744,2987
2811,3063
2881,3140
2958,3217
3029,3294
3103,3372
3171,3451
3240,3529
3315,3608
3391,3687
3473,3766
3552,3845
3627,3925
3705,4004
3793,4084
3874,4136
3954,4215
4025,4295
4094,4374
4169,4453
4248,4533
4331,4611
4415,4690
4500,4769
4586,4847
4669,4925
4756,5002
4836,5079
4906,5156
4981,5232
5045,5307
5128,5383
5210,5457
5287,5531
5360,5604
5445,5677
5519,5749
5598,5820
5668,5891
5733,5961
5807,6029
5866,6098
5947,6165
6016,6231
6085,6296
6154,6361
6214,6424
6296,6486
6364,6548
6428,6608
6486,6667
6544,6725
6608,6782
6671,6838
6734,6892
6795,6945
6848,6997
6901,7048
6954,7098
7008,7146
7057,7192
7119,7238
7169,7282
7219,7325
7263,7366
7305,7406
7352,7444
7394,7481
7445,7516
7488,7550
7524,7583
7565,7613
7602,7643
7638,7671
7672,7697
7706,7721
7736,7744
7766,7766
7797,7786
7823,7804
7846,7821
7864,7835
7885,7849
7910,7860
7932,7870
7949,7879
7960,7886
7968,7891
7974,7894
7981,7896
7986,7896
7990,7894
7991,7891
7991,7886
7990,7879
7988,7871
7984,7861
7979,7850
7973,7837
7965,7822
7954,7805
7940,7787
7922,7767
7902,7746
7881,7723
7862,7699
7844,7673
7825,7645
7801,7616
7770,7585
7737,7553
7706,7519
7671,7484
7635,7447
7600,7409
7559,7369
7515,7328
7479,7285
7435,7241
7389,7196
7349,7149
7303,7101
7257,7052
7207,7001
7153,6949
7100,6896
7037,6842
6991,6786
6936,6729
6884,6672
6793,6612
6727,6552
6667,6491
6614,6429
6554,6366
6499,6301
6435,6236
6370,6170
6303,6103
6225,6035
6165,5966
6105,5896
6044,5826
5975,5755
5906,5683
5832,5610
5767,5537
5701,5463
5632,5388
5562,5313
5483,5238
5399,5161
5329,5085
5258,5008
5186,4930
5111,4853
5027,4775
4964,4696
4886,4617
4810,4539
4731,4459
4641,4380
4553,4301
4478,4221
4403,4142
4326,4062
4246,3983
4167,3903
4096,3824
4021,3745
3943,3665
3861,3587
3786,3508
3703,3429
3631,3351
3557,3273
3478,3196
3400,3119
3325,3042
3252,2966
3183,2890
3107,2815
3026,2741
2954,2667
2874,2593
2802,2520
2730,2448
2649,2377
2566,2307
2492,2237
2422,2168
2354,2100
2281,2032
2203,1966
2134,1901
2062,1836
2001,1773
1933,1710
1865,1649
1793,1589
1711,1529
1652,1471
1594,1414
1536,1359
1473,1304
1412,1251
1341,1199
1292,1148
1237,1098
1185,1050
1132,1003
1076,958
1017,913
961,871
909,829
854,789
814,751
772,714
729,678
686,644
641,612
601,581
561,551
520,524
489,497
465,472
443,449
418,428
391,408
364,389
340,373
318,358
299,344
283,332
268,322
253,314
240,307
229,302
221,298
215,296
211,296
209,298
208,301
208,306
209,312
210,320
213,330
218,341
226,354
235,369
246,385
260,403
276,423
297,444
319,467
341,491
363,517
386,545
415,574
443,605
468,637
497,670
536,706
580,742
618,780
658,820
699,861
736,903
777,947
816,993
854,1039
911,1087
961,1136
1013,1187
1068,1239
1115,1292
1166,1346
1212,1401
1268,1458
1317,1516
1373,1575
1437,1635
1500,1696
1559,1758
1622,1822
1677,1886
1749,1951
1819,2017
1894,2084
1959,2152
2023,2221
2085,2290
2149,2361
2215,2432
2285,2504
2355,2576
2421,2650
2491,2723
2557,2798
2636,2873
2709,2949
2776,3025
2846,3101
2918,3178
2995,3256
3066,3333
3137,3411
3207,3490
3278,3568
3350,3647
3432,3726
3509,3806
3588,3885
3669,3964
3752,4044
3834,4096
3918,4176
3991,4255
4061,4334
4136,4414
4202,4493
4288,4572
4373,4651
4456,4729
4538,4808
4633,4886
4716,4963
4796,5041
4872,5117
4943,5194
5009,5270
5088,5345
5165,5420
5246,5494
5326,5568
5446,5641
5523,5713
5598,5785
5654,5856
5713,5926
5780,5995
5845,6064
5923,6131
5990,6198
6059,6264
6123,6329
6185,6392
6259,6455
6333,6517
6402,6578
6458,6638
6517,6696
6573,6754
6643,6810
6700,6865
6768,6919
6820,6972
6875,7023
6925,7073
6984,7122
7033,7169
7091,7215
7146,7260
7193,7303
7239,7345
7282,7386
7328,7425
7373,7463
7417,7499
7468,7533
7505,7567
7541,7598
7584,7628
7620,7657
7653,7684
7690,7709
7721,7733
7750,7755
7781,7776
7810,7795
7834,7812
7853,7828
7873,7842
7897,7855
7920,7866
7939,7875
7953,7882
7962,7888
7970,7893
7977,7895
7983,7896
7988,7895
7991,7893
7991,7889
7990,7883
7988,7876
7985,7866
7982,7856
7976,7843
7968,7829
7959,7814
7946,7796
7930,7777
7911,7757
7890,7735
7871,7711
7853,7686
7834,7659
7813,7631
7784,7601
7752,7569
7722,7536
7689,7501
7651,7465
7617,7428
7580,7389
7535,7348
7497,7307
7460,7263
7409,7219
7369,7173
7328,7125
7280,7077
7234,7027
7177,6975
7128,6923
7065,6869
7015,6814
6966,6758
6910,6701
6855,6642
6793,6583
6726,6522
6661,6460
6597,6397
6536,6334
6475,6269
6414,6203
6343,6136
6277,6069
6195,6000
6140,5931
6076,5861
6013,5790
5947,5719
5864,5646
5804,5573
5731,5500
5668,5426
5599,5351
5521,5275
5447,5200
5360,5123
5294,5046
5222,4969
5147,4892
5070,4814
4995,4735
4924,4657
4850,4578
4772,4499
4685,4420
4605,4341
4518,4261
4444,4182
4368,4102
4288,4023
4204,3943
4137,3864
4059,3784
3985,3705
3908,3626
3824,3547
3745,3469
3664,3390
3592,3312
3519,3235
3441,3157
3357,3080
3291,3004
3218,2928
3144,2853
3071,2778
2990,2703
2913,2630
2840,2557
2764,2484
2688,2413
2609,2342
2521,2272
2456,2202
2386,2134
2315,2066
2246,1999
2165,1933
2099,1868
2030,1804
1965,1741
1900,1680
1826,1619
1754,1559
1675,1500
1621,1443
1560,1386
1503,1331
1441,1277
1376,1224
1314,1173
1264,1123
1202,1074
1158,1026
1101,980
1047,935
984,892
929,850
875,809
830,770
790,732
748,696
705,661
661,628
618,596
579,566
537,537
501,510
475,485
453,461
430,438
404,418
377,398
352,381
329,365
308,351
290,338
274,327
259,318
246,310
228,304
220,300
214,297
211,296
209,297
209,299
209,303
209,309
210,316
213,325
217,335
224,348
233,362
244,377
257,394
272,413
289,433
310,455
332,479
354,504
376,531
403,559
432,589
458,620
484,653
518,688
560,724
600,761
638,800
681,840
718,882
756,925
798,970
836,1016
882,1063
939,1111
987,1161
1043,1213
1092,1265
1141,1319
1189,1374
1240,1430
1296,1487
1343,1545
1410,1605
1467,1665
1532,1727
1591,1790
1650,1854
1709,1918
1787,1984
1859,2050
1927,2118
1991,2186
2051,2255
2121,2325
2180,2396
2255,2468
2319,2540
2388,2613
2456,2686
2521,2761
2601,2835
2673,2911
2744,2987
2812,3063
2883,3140
2960,3217
3030,3294
3103,3372
3171,3451
3241,3529
3318,3608
3398,3687
3487,3766
3575,3845
3660,3925
3752,4004
3840,4084
3929,4136
4005,4215
4074,4295
4151,4374
4224,4453
4312,4533
4400,4611
4487,4690
4569,4769
4657,4847
4746,4925
4825,5002
4896,5079
4972,5156
5034,5232
5120,5307
5200,5383
5277,5457
5352,5531
5435,5604
5511,5677
5593,5749
5663,5820
5726,5891
5800,5961
5859,6029
5939,6098
6008,6165
6079,6231
6148,6296
6208,6361
6289,6424
6357,6486
6424,6548
6483,6608
6541,6667
6601,6725
6666,6782
6730,6838
6789,6892
6842,6945
6896,6997
6951,7048
7005,7098
7054,7146
7117,7192
7166,7238
7215,7282
7259,7325
7302,7366
7349,7406
7392,7444
7442,7481
7486,7516
7521,7550
7561,7583
7600,7613
7635,7643
7670,7671
7705,7697
7735,7721
7764,7744
7795,7766
7822,7786
7844,7804
7864,7821
7885,7835
7909,7849
7932,7860
7948,7870
7961,7879
7969,7886
7976,7891
7982,7894
7988,7896
7991,7896
7993,7894
7992,7891
7991,7886
7989,7879
7986,7871
7982,7861
7975,7850
7967,7837
7956,7822
7943,7805
7926,7787
7906,7767
7885,7746
7865,7723
7847,7699
7828,7673
7805,7645
7774,7616
7743,7585
7711,7553
7676,7519
7639,7484
7604,7447
7565,7409
7520,7369
7484,7328
7443,7285
7394,7241
7355,7196
7310,7149
7263,7101
7214,7052
7159,7001
7106,6949
7042,6896
6997,6842
6942,6786
6889,6729
6829,6672
6770,6612
6696,6552
6638,6491
6570,6429
6514,6366
6451,6301
6390,6236
6319,6170
6243,6103
6174,6035
6113,5966
6052,5896
5986,5826
5921,5755
5843,5683
5740,5610
5679,5537
5616,5463
5551,5388
5477,5313
5393,5238
5327,5161
5256,5085
5187,5008
5113,4930
5031,4853
4968,4775
4930,4696
4815,4617
4732,4539
4647,4459
4565,4380
4490,4301
4413,4221
4334,4142
4256,4062
4175,3983
4107,3903
4032,3824
3953,3745
3872,3665
3795,3587
3711,3508
3638,3429
3563,3351
3485,3273
3407,3196
3331,3119
3260,3042
3190,2966
3115,2890
3035,2815
2962,2741
2881,2667
2809,2593
2736,2520
2656,2448
2573,2377
2497,2307
2428,2237
2360,2168
2287,2100
2206,2032
2139,1966
2067,1901
2009,1836
1938,1773
1871,1710
1797,1649
1719,1589
1656,1529
1599,1471
1540,1414
1477,1359
1418,1304
1346,1251
1296,1199
1241,1148
1189,1098
1137,1050
1080,1003
1022,958
962,913
914,871
859,829
817,789
777,751
732,714
689,678
643,644
602,612
564,581
523,551
491,524
466,497
444,472
419,449
390,428
365,408
341,389
320,373
300,358
282,344
267,332
252,322
239,314
229,307
220,302
214,298
209,296
207,296
206,298
206,301
206,306
208,312
211,320
216,330
224,341
233,354
244,369
258,385
274,403
293,423
315,444
338,467
360,491
383,517
411,545
439,574
465,605
492,637
530,670
573,706
612,742
653,780
696,820
733,861
772,903
811,947
849,993
902,1039
955,1087
1005,1136
1064,1187
1111,1239
1160,1292
1206,1346
1262,1401
1312,1458
1364,1516
1431,1575
1490,1635
1551,1696
1612,1758
1669,1822
1738,1886
1811,1951
1893,2017
1952,2084
2015,2152
2074,2221
2142,2290
2206,2361
2278,2432
2346,2504
2412,2576
2482,2650
2547,2723
2628,2798
2702,2873
2770,2949
2840,3025
2910,3101
2984,3178
3057,3256
3127,3333
3198,3411
3268,3490
3342,3568
3421,3647
3500,3726
3581,3806
3661,3885
3741,3964
3825,4044
3909,4096
3987,4176
4057,4255
4128,4334
4194,4414
4279,4493
4362,4572
4446,4651
4529,4729
4624,4808
4706,4886
4827,4963
4898,5041
4973,5117
5031,5194
5110,5270
5182,5345
5256,5420
5331,5494
5403,5568
5483,5641
5568,5713
5639,5785
5704,5856
5767,5926
5833,5995
5906,6064
5978,6131
6050,6198
6116,6264
6180,6329
6249,6392
6325,6455
6393,6517
6451,6578
6511,6638
6567,6696
6636,6754
6695,6810
6762,6865
6815,6919
6870,6972
6922,7023
6978,7073
7029,7122
7085,7169
7142,7215
7188,7260
7236,7303
7278,7345
7324,7386
7371,7425
7414,7463
7465,7499
7502,7533
7537,7567
7580,7598
7617,7628
7651,7657
7687,7684
7719,7709
7748,7733
7778,7755
7809,7776
7833,7795
7853,7812
7873,7828
7896,7842
7920,7855
7939,7866
7954,7875
7963,7882
7971,7888
7978,7893
7984,7895
7989,7896
7992,7895
7992,7893
7991,7889
7991,7883
7988,7876
7984,7866
7978,7856
7971,7843
7961,7829
7949,7814
7934,7796
7916,7777
7894,7757
7874,7735
7856,7711
7837,7686
7816,7659
7789,7631
7756,7601
7726,7569
7695,7536
7658,7501
7622,7465
7586,7428
7542,7389
7502,7348
7466,7307
7418,7263
7374,7219
7333,7173
7285,7125
7240,7077
7186,7027
7135,6975
7075,6923
7020,6869
6973,6814
6917,6758
6863,6701
6799,6642
6734,6583
6667,6522
6605,6460
6543,6397
6484,6334
6422,6269
6353,6203
6286,6136
6203,6069
6146,6000
6083,5931
6021,5861
5954,5790
5877,5719
5813,5646
5740,5573
5677,5500
5608,5426
5533,5351
5458,5275
5369,5200
5304,5123
5232,5046
5156,4969
5080,4892
5002,4814
4934,4735
4859,4657
4780,4578
4695,4499
4616,4420
4528,4341
4454,4261
4377,4182
4297,4102
4213,4023
4144,3943
4067,3864
3993,3784
3916,3705
3831,3626
3754,3547
3674,3469
3600,3390
3527,3312
3447,3235
3364,3157
3298,3080
3224,3004
3151,2928
3079,2853
2997,2778
2921,2703
2846,2630
2771,2557
2696,2484
2618,2413
2529,2342
2464,2272
2392,2202
2322,2134
2254,2066
2172,1999
2107,1933
2035,1868
1970,1804
1905,1741
1832,1680
1763,1619
1681,1559
1627,1500
1565,1443
1508,1386
1446,1331
1383,1277
1319,1224
1269,1173
1211,1123
1162,1074
1106,1026
1052,980
963,935
910,892
862,850
825,809
790,770
748,732
704,696
660,661
618,628
582,596
543,566
508,537
480,510
457,485
434,461
408,438
380,418
355,398
332,381
313,365
295,351
277,338
262,327
248,318
236,310
227,304
220,300
214,297
210,296
209,297
208,299
208,303
209,309
211,316
215,325
221,335
230,348
240,362
253,377
267,394
284,413
306,433
328,455
349,479
370,504
397,531
425,559
452,589
478,620
511,653
553,688
595,724
632,761
675,800
712,840
749,882
792,925
830,970
874,1016
931,1063
979,1111
1036,1161
1086,1213
1135,1265
1183,1319
1232,1374
1289,1430
1335,1487
1402,1545
1459,1605
1522,1665
1580,1727
1644,1790
1699,1854
1778,1918
1849,1984
1919,2050
1983,2118
2043,2186
2111,2255
2171,2325
2246,2396
2311,2468
2380,2540
2449,2613
2515,2686
2592,2761
2664,2835
2736,2911
2803,2987
2873,3063
2950,3140
3021,3217
3095,3294
3162,3372
3234,3451
3308,3529
3380,3608
3464,3687
3549,3766
3618,3845
3696,3925
3789,4004
3864,4084
3950,4136
4024,4215
4089,4295
4162,4374
4236,4453
4320,4533
4406,4611
4493,4690
4578,4769
4663,4847
4748,4925
4825,5002
4897,5079
4972,5156
5035,5232
5128,5307
5201,5383
5278,5457
5354,5531
5437,5604
5513,5677
5593,5749
5662,5820
5725,5891
5799,5961
5859,6029
5940,6098
6008,6165
6079,6231
6148,6296
6211,6361
6292,6424
6359,6486
6424,6548
6481,6608
6540,6667
6600,6725
6666,6782
6727,6838
6789,6892
6843,6945
6899,6997
6950,7048
7005,7098
7053,7146
7116,7192
7166,7238
7215,7282
7259,7325
7302,7366
7348,7406
7392,7444
7442,7481
7487,7516
7522,7550
7562,7583
7601,7613
7635,7643
7670,7671
7705,7697
7735,7721
7765,7744
7795,7766
7823,7786
7844,7804
7864,7821
7886,7835
7911,7849
7933,7860
7949,7870
7961,7879
7969,7886
7976,7891
7982,7894
7988,7896
7991,7896
7993,7894
7993,7891
7992,7886
7990,7879
7986,7871
7982,7861
7975,7850
7967,7837
7956,7822
7943,7805
7926,7787
7906,7767
7884,7746
7865,7723
7847,7699
7828,7673
7805,7645
7774,7616
7742,7585
7711,7553
7658,7519
7622,7484
7589,7447
7550,7409
7512,7369
7479,7328
7434,7285
7388,7241
7350,7196
7306,7149
7260,7101
7211,7052
7157,7001
7106,6949
7043,6896
6998,6842
6944,6786
6890,6729
6828,6672
6769,6612
6696,6552
6640,6491
6573,6429
6516,6366
6452,6301
6389,6236
6318,6170
6242,6103
6175,6035
6117,5966
6054,5896
5985,5826
5919,5755
5841,5683
5777,5610
5709,5537
5643,5463
5573,5388
5492,5313
5410,5238
5337,5161
5265,5085
5194,5008
5117,4930
5034,4853
4970,4775
4893,4696
4818,4617
4737,4539
4651,4459
4569,4380
4492,4301
4415,4221
4338,4142
4258,4062
4176,3983
4108,3903
4032,3824
3953,3745
3871,3665
3794,3587
3709,3508
3637,3429
3563,3351
3486,3273
3409,3196
3331,3119
3261,3042
3190,2966
3115,2890
3036,2815
2962,2741
2881,2667
2809,2593
2736,2520
2656,2448
2576,2377
2497,2307
2428,2237
2360,2168
2288,2100
2214,2032
2140,1966
2068,1901
2006,1836
1938,1773
1873,1710
1799,1649
1720,1589
1656,1529
1598,1471
1540,1414
1477,1359
1418,1304
1346,1251
1296,1199
1240,1148
1189,1098
1136,1050
1080,1003
1022,958
965,913
913,871
857,829
816,789
775,751
732,714
689,678
643,644
602,612
562,581
521,551
489,524
465,497
444,472
419,449
392,428
365,408
340,389
319,373
300,358
283,344
267,332
252,322
239,314
228,307
220,302
214,298
209,296
207,296
206,298
206,301
207,306
208,312
211,320
216,330
224,341
233,354
244,369
257,385
274,403
293,423
315,444
337,467
360,491
383,517
411,545
440,574
465,605
492,637
529,670
573,706
612,742
653,780
694,820
732,861
771,903
811,947
850,993
902,1039
955,1087
1005,1136
1062,1187
1111,1239
1161,1292
1206,1346
1261,1401
1312,1458
1365,1516
1431,1575
1491,1635
1552,1696
1612,1758
1669,1822
1737,1886
1809,1951
1885,2017
1951,2084
2018,2152
2078,2221
2144,2290
2207,2361
2278,2432
2345,2504
2412,2576
2485,2650
2550,2723
2629,2798
2701,2873
2768,2949
2839,3025
2910,3101
2985,3178
3057,3256
3128,3333
3198,3411
3308,3490
3379,3568
3458,3647
3528,3726
3597,3806
3674,3885
3756,3964
3837,4044
3919,4096
3991,4176
4056,4255
4131,4334
4199,4414
4285,4493
4369,4572
4450,4651
4531,4729
4622,4808
4703,4886
4786,4963
4863,5041
4935,5117
5005,5194
5082,5270
5160,5345
5240,5420
5319,5494
5388,5568
5474,5641
5554,5713
5626,5785
5695,5856
5760,5926
5830,5995
5902,6064
5974,6131
6047,6198
6113,6264
6178,6329
6247,6392
6323,6455
6392,6517
6451,6578
6510,6638
6567,6696
6637,6754
6695,6810
6761,6865
6815,6919
6870,6972
6921,7023
6977,7073
7028,7122
7084,7169
7142,7215
7188,7260
7237,7303
7280,7345
7326,7386
7371,7425
7415,7463
7466,7499
7503,7533
7539,7567
7581,7598
7617,7628
7652,7657
7688,7684
7720,7709
7748,7733
7778,7755
7809,7776
7833,7795
7852,7812
7873,7828
7897,7842
7920,7855
7940,7866
7954,7875
7963,7882
7971,7888
7978,7893
7984,7895
7989,7896
7992,7895
7992,7893
7991,7889
7990,7883
7988,7876
7984,7866
7978,7856
7970,7843
7961,7829
7949,7814
7934,7796
7916,7777
7895,7757
7874,7735
7856,7711
7838,7686
7817,7659
7790,7631
7756,7601
7726,7569
7695,7536
7658,7501
7623,7465
7587,7428
7542,7389
7501,7348
7465,7307
7418,7263
7374,7219
7333,7173
7286,7125
7240,7077
7186,7027
7135,6975
7075,6923
7020,6869
6972,6814
6916,6758
6860,6701
6798,6642
6735,6583
6667,6522
6602,6460
6543,6397
6481,6334
6420,6269
6351,6203
6285,6136
6202,6069
6146,6000
6083,5931
6022,5861
5955,5790
5877,5719
5812,5646
5739,5573
5676,5500
5608,5426
5533,5351
5458,5275
5368,5200
5304,5123
5231,5046
5157,4969
5082,4892
5002,4814
4932,4735
4858,4657
4779,4578
4694,4499
4616,4420
4528,4341
4454,4261
4377,4182
4297,4102
4214,4023
4144,3943
4067,3864
3993,3784
3915,3705
3831,3626
3754,3547
3674,3469
3600,3390
3527,3312
3450,3235
3367,3157
3300,3080
3225,3004
3151,2928
3079,2853
2996,2778
2920,2703
2847,2630
2771,2557
2697,2484
2619,2413
2529,2342
2464,2272
2391,2202
2322,2134
2252,2066
2140,1999
2068,1933
2012,1868
1953,1804
1892,1741
1817,1680
1747,1619
1673,1559
1624,1500
1564,1443
1505,1386
1442,1331
1378,1277
1317,1224
1269,1173
1212,1123
1161,1074
1104,1026
1050,980
990,935
940,892
886,850
838,809
798,770
755,732
711,696
668,661
623,628
584,596
542,566
506,537
478,510
456,485
432,461
406,438
378,418
353,398
330,381
310,365
292,351
275,338
260,327
246,318
234,310
225,304
217,300
212,297
208,296
206,297
205,299
206,303
207,309
209,316
213,325
220,335
228,348
238,362
251,377
266,394
283,413
304,433
327,455
348,479
370,504
397,531
426,559
452,589
477,620
509,653
551,688
594,724
631,761
674,800
712,840
750,882
793,925
831,970
875,1016
932,1063
979,1111
1034,1161
1086,1213
1135,1265
1185,1319
1234,1374
1289,1430
1335,1487
1402,1545
1459,1605
1523,1665
1580,1727
1642,1790
1697,1854
1777,1918
1849,1984
1920,2050
1985,2118
2044,2186
2111,2255
2171,2325
2246,2396
2311,2468
2380,2540
2447,2613
2513,2686
2591,2761
2665,2835
2738,2911
2805,2987
2874,3063
2949,3140
3020,3217
3095,3294
3162,3372
3232,3451
3307,3529
3379,3608
3463,3687
3543,3766
3619,3845
3698,3925
3786,4004
3865,4084
3948,4136
4023,4215
4088,4295
4161,4374
4234,4453
4318,4533
4405,4611
4493,4690
4578,4769
4663,4847
4748,4925
4825,5002
4897,5079
4973,5156
5035,5232
5121,5307
5201,5383
5278,5457
5353,5531
